[Data]
Tagname,TimeStamp,Value,DataQuality
Diem_Do_1.SO2,40:07.450,185.91,Good
Diem_Do_1.TEMP,40:07.484,184.63,Good
Diem_Do_1.NOX,40:07.517,184.83,Good
Diem_Do_1.DUST,40:07.550,184.88,Good
Diem_Do_1.O2,40:07.583,1844600,Good
