[Data]
Tagname,TimeStamp,Value,DataQuality
Diem_Do_2.FLOW,18:58.359,38766000,Good
Diem_Do_2.SO22,18:58.391,387680000,Good
Diem_Do_2.TEMP2,18:58.424,38763,Good
Diem_Do_2.NOX2,18:58.456,39201,Good
