[Data]
Tagname,TimeStamp,Value,DataQuality
Diem_Do_2.FLOW,44:30.665,957000,Good
Diem_Do_2.SO22,44:30.696,9480000,Good
Diem_Do_2.TEMP2,44:30.728,1063,Good
Diem_Do_2.NOX2,44:30.760,944,Good
